name,latitude,longitude
Генерал Мариново,43.9998,22.7477
Ведраре,42.5748,24.8778
Раднево,42.2986,25.9409
Гърбище,41.5317,25.1497
Кадиево,42.1339,24.6123
Върбица,42.0508,25.3416
Недялско,42.4656,26.8191
Черноок,43.134,27.2117
Ловец,43.2618,26.6917
Овощник,42.5773,25.4466
Петелово,41.8229,25.3613
Богдан,43.5148,27.7906
Манастир,43.1759,27.5144
Селце,43.4551,28.2898
Провадия,43.1814,27.4447
Дунавци,43.9161,22.8249
Палаузово,42.5277,26.7401
Беляново,43.6172,25.6141
Гита,42.2018,25.4585
Изворово,41.9649,26.1422
Бресте,43.2601,24.0025
Житница,43.1266,27.5263
Златитрап,42.1162,24.6389
Глогинка,43.2967,26.3482
Долен,41.6238,23.9328
Долно Прахово,41.6522,25.1774
Черна гора,42.6,22.9407
Лебница,41.5216,23.2422
Иваново,41.4687,24.7793
Никопол,43.702,24.8952
Черногор,43.9372,26.7482
Мърводол,42.2311,22.9113
Челопек,43.1322,23.6093
Филаретово,42.9793,26.4939
Полски Тръмбеш,43.3685,25.632
Рашка Гращица,42.2091,22.7794
Драма,42.2398,26.4362
Тенево,42.3475,26.53
Еленово,42.385,26.1447
Киселево,43.6554,22.984
Радомир,42.5381,22.9579
Сопотот,41.4635,24.8572
Каварна,43.437,28.3396
Меден кладенец,42.3265,26.3227
Беглеж,43.2495,24.5001
Логодаж,41.994,22.9357
Господинци,41.6576,23.7323
Български извор,43.0356,24.2881
Камен,42.6033,26.4139
Бабук,44.0102,27.2449
Чифлик,43.6024,22.6714
Литаково,42.9519,23.6802
Крепча,43.4809,26.1373
Зелендол,42.0095,23.0335
Пишурка,43.653,23.251
Ралица,43.3059,26.5163
Жълтуша,41.5318,25.0441
Зеленика,43.1703,27.9292
Равнец,42.5185,27.2347
Чоба,42.3156,25.0911
Цалапица,42.1857,24.5683
Крушово,42.5439,27.0558
Безмер,42.4782,26.3976
Гургулят,42.7907,22.9748
Съдиево,42.6634,27.3208
Драка,42.3646,27.0194
Горно Трапе,42.8742,24.6377
Чуково,43.0167,25.4088
Радиево,42.0964,25.6249
Барутин,41.6004,24.181
Плазище,41.5274,25.3415
Горно Козарево,43.0992,26.508
Растник,41.3957,25.2802
Тръбач,43.378,26.4999
Вълчедръм,43.6952,23.4451
Буново,42.7167,23.9283
Покрайна,44.0319,22.9035
Хаджи Димитър,43.4736,28.4459
Бучино,42.0468,23.0226
Репляна,43.5164,22.734
Главанци,43.7305,27.2559
Сунгурларе,42.7592,26.7805
Каленик,44.0048,22.667
Йорданово,43.9872,27.1045
Драганово,42.6962,27.4409
Черна Места,42.0515,23.7297
Пъстрово,42.4341,25.3543
Проглед,41.6772,24.7141
Крайново,42.0054,26.8606
Ветрен,44.1241,27.0326
Сини вир,43.5385,27.0533
Григорево,42.6935,23.6008
Стоилово,42.0386,27.5169
Клисура,42.33,23.3644
Ямбол,42.4878,26.511
Чарда,42.543,26.6225
Елхово,42.1789,26.5844
Ясна поляна,42.2816,27.6131
Студена,42.542,23.1228
Златна ливада,42.1128,25.4298
Черни Осъм,42.8473,24.7702
Вълчин,42.7277,26.8967
Димитриево,42.1912,25.5557
Пчеларово,43.7285,27.9182
Люляково,42.8735,27.0793
Равнината,41.4806,24.7848
Габровница,43.5329,23.2655
Мъглене,41.4088,25.2535
Паницово,42.8521,27.6663
Скалак,42.8091,27.0919
Девин,41.7426,24.3999
Парамун,42.7914,22.7537
Сухиндол,43.1869,25.1704
Умаревци,43.1939,24.7833
Медовене,43.7762,26.526
Балканец,42.852,24.667
Българчево,42.0234,23.0333
Денчевци,43.0042,25.4403
Патреш,43.2919,25.3555
Светослав,43.953,27.5108
Долни Вит,43.6648,24.7581
Войнежа,42.8812,25.6741
Кочмар,43.6887,27.4516
Голямо Чочовени,42.6696,26.141
Тополица,42.7366,27.1232
Големо Бабино,43.3487,23.4329
Зая,42.9986,25.5169
Дрен,42.406,23.1552
Орлова могила,43.5476,27.6059
Кърналово,41.464,23.2249
Вранско,41.4845,25.641
Малорад,43.4901,23.6875
Богомилци,43.495,26.7326
Елисейна,43.0779,23.4881
Мугла,41.6164,24.492
Панайот Волово,43.3365,26.9217
Раковски,43.6002,26.4651
Черково,42.4856,27.0491
Падина,43.9064,26.9126
Корен,41.823,25.6735
Баните,41.6149,25.0025
Николаево,43.2997,25.979
Божурово,43.8836,26.4361
Вокил,43.7737,27.063
Струино,43.3651,26.8474
Оборище,43.4501,27.6614
Полска Скакавица,42.4162,22.6567
Троян,42.0616,25.9063
Еремия,42.2068,22.841
Ръжена,42.5339,25.4964
Християново,42.3486,25.5884
Миланово,43.1168,23.391
Липен,43.3897,23.3898
Селце,42.9242,24.8816
Иваншница,42.842,24.8029
Козаново,42.0209,24.9711
Драганци,42.569,26.9831
Кръстава,41.9612,23.8215
Грамаде,42.2176,23.0353
Припек,41.4647,25.1858
Дялък,42.9122,24.9766
Ляхово,43.4274,28.042
Карамфил,41.4868,25.5736
Баничан,41.6215,23.7377
Мичковци,42.9345,25.3422
Ангел войвода,41.8291,25.286
Кесарево,43.1559,25.9609
Кръстина,42.5837,27.2385
Хвостяне,41.5452,23.848
Обзор,42.8175,27.8797
Божурлук,43.5358,25.1823
Бъдеще,42.3089,25.6719
Вакарел,42.5628,23.6976
Припек,42.8484,27.3974
Берковица,43.2356,23.1307
Завой,42.5644,26.5265
Черковна,43.1471,26.571
Сараево,43.7144,23.8632
Денница,42.2653,26.8675
Бабово,43.974,26.3107
Мокрище,42.177,24.2936
Лютидол,43.0693,23.6828
Чакали,42.9199,25.9831
Малчовци,42.9642,25.6447
Момина църква,42.1432,27.0141
Мургово,41.7061,25.4837
Медковец,43.6245,23.1692
Брезнишки извор,42.7302,22.8051
Енина,42.6677,25.4072
Листец,43.8411,26.875
Карлиево,42.6851,24.1056
Бероново,42.831,26.6984
Шиварово,42.8404,27.177
Белене,43.6448,25.1212
Поликраище,43.1788,25.6197
Петлешково,43.6533,28.0308
Мездрея,43.2428,23.1878
Лъжница,41.6194,23.6763
Цветница,43.1998,26.3971
Зелениково,42.4122,25.0811
Горно Спанчево,41.5021,23.502
Доброво,42.1724,22.98
Лиляч,42.2917,22.8659
Капитан Андреево,41.7208,26.3206
Черешица,41.7501,25.5053
Соколарци,43.0012,26.5144
Клисура,42.6925,24.4506
Тотлебен,43.4377,24.9079
Садово,43.066,27.7153
Гледаци,42.9119,25.2721
Дойренци,43.2331,24.8315
Аврен,43.1102,27.6673
Бряговица,43.1931,25.8861
Карбинци,43.6748,22.8388
Карагеоргиево,42.7354,27.1863
Долно Черковище,41.6373,25.7393
Димитровци,42.9493,25.5829
Николичевци,42.3244,22.7098
Дамяново,43.0015,24.9324
Тодорово,43.7288,26.9326
Манастирци,43.3514,26.6369
Попина,44.1218,26.9607
Братово,43.1854,26.4187
Средно градище,42.307,25.2943
Гълъбник,42.4028,23.0787
Буря,43.029,25.316
Хвойна,41.8735,24.6907
Присад,42.376,27.3834
Ивански,43.144,27.0218
Заберново,42.1021,27.5641
Врани кон,43.021,26.5634
Васильово,42.8783,24.3806
Константиновец,42.2224,25.8941
Обител,43.0678,26.5626
Държава,42.1769,25.4229
Чилик,41.6943,25.3522
Гугутка,41.4165,25.9231
Ломница,43.6855,27.8584
Черньовци,41.7262,25.5322
Диня,42.3218,25.8373
Меден бук,41.3755,26.0357
Александрия,43.8919,27.7527
Добрево,43.7469,27.8427
Гомотарци,44.0926,22.961
Милкьовци,42.7572,22.7008
Горна Кремена,43.1873,23.7319
Червен Брег,42.3118,23.1783
Княжево,42.1141,26.5026
Долна Рикса,43.5473,23.0182
Карапелит,43.6494,27.5686
Бракница,43.2344,26.1237
Бели вир,41.7362,25.3137
Раздел,42.077,26.6533
Дъждовница,41.6785,25.2925
Долна крепост,41.7265,25.4731
Гърчиново,43.5087,26.1416
Кунино,43.1888,23.9925
Полетинци,42.4303,22.6193
Иново,44.0276,22.8268
Варна,43.2063,27.9252
Добрева чешма,43.2524,27.9596
Маджарово,41.6344,25.8639
Стара Кресна,41.7897,23.1816
Самуилово,43.5848,27.6403
Гъбене,42.9105,25.1568
Гурково,43.4847,28.2198
Милево,42.151,25.0968
Долно Големанци,41.7895,25.5004
Кондово,41.4333,26.0157
Долна Кремена,43.1692,23.7309
Стакевци,43.5474,22.5677
Сотиря,42.6916,26.4045
Драгомир,42.3697,24.4692
Дворище,42.3391,22.7489
Брод,42.0472,25.6815
Венелин,43.0439,27.6735
Вълковци,42.9031,25.5515
Горна Бешовица,43.2096,23.8185
Токачка,41.3819,25.5289
Маноя,43.0114,25.5659
Радинград,43.5274,26.6008
Златарица,43.0458,25.8905
Конници,41.4895,25.8737
Гълъбово,41.6285,25.0747
Тръстиково,43.1442,27.5921
Писарево,43.4858,27.3084
Коневец,42.2717,26.5675
Багра,41.6986,25.3223
Ахматово,42.1106,25.0507
Трифоново,43.37,23.3074
Иван Шишманово,43.7949,26.7682
Богослов,42.2531,22.6712
Среднево,41.7571,25.3539
Свети Влас,42.7135,27.7588
Неделино,41.4552,25.0802
Правда,43.1599,25.686
Горна Златица,43.1832,26.1472
Осиково,41.9028,24.4803
Перник,42.6097,23.037
Попско,41.5521,25.8527
Целина,42.127,25.4393
Косово,41.9115,24.7036
Липница,43.0307,23.7559
Песнопой,42.4876,24.8074
Чурек,42.778,23.7248
Чайка,43.2628,28.0296
Вълчаново,42.2624,27.0681
Казачево,43.0808,24.749
Черниче,41.8589,23.1272
Гега,41.4489,23.003
Чернокапци,43.064,26.5305
Изворово,43.812,27.937
Казаците,41.477,25.277
Гурмазово,42.744,23.169
Габрешевци,42.5224,22.6388
Широки дол,42.3888,23.5214
Филиповци,42.8197,22.7263
Априлци,42.8407,24.9183
Пайдушко,43.1952,26.4606
Шипково,42.8786,24.5558
Длъгнево,42.1177,25.5451
Браница,42.0078,26.086
Равногор,41.9512,24.3683
Баня,42.5504,24.828
Средец,42.2481,25.6705
Врачанци,43.6136,27.7869
Пашинци,41.354,25.511
Преславен,42.4085,25.7424
Орлица,41.3167,25.4021
Било,43.6459,28.406
Пещера,42.5038,22.7515
Широка Лъка,41.6793,24.5821
Роза,42.3969,26.4119
Костур,41.9721,26.2857
Бистренци,43.4217,25.8121
Тихомир,41.31,25.4976
Табашка,42.8308,25.0022
Брестница,43.0701,24.1953
Лесово,41.9949,26.5736
Железари,41.4132,25.9989
Мъдрино,42.7102,26.8997
Правдино,42.4173,26.9284
Маджаре,42.2668,23.4978
Стрелец,42.2961,25.7447
Белокопитово,43.3295,26.8943
Владиня,43.2905,24.8005
Гостун,41.7987,23.6912
Манаселска река,43.0416,24.0162
Ценово,43.5376,25.6554
Сушина,43.0722,26.7653
Боримечково,42.402,24.1254
Александрово,42.9893,26.9769
Бистра,43.3291,26.5571
Стубел,43.3884,23.3514
Красен,43.7391,25.9804
Костадинкино,42.5363,23.6643
Звезделина,41.644,25.4826
Орляк,43.6347,27.3776
Петково,42.6701,23.6519
Брястово,41.9241,25.3225
Лютово,41.9478,23.6345
Воденичарово,42.2388,25.4988
Смолян,41.5757,24.7078
Медовина,43.3241,26.1735
Згурово,42.2212,22.7817
Шишманци,42.2257,24.9971
Зетьово,42.147,25.3663
Точилари,43.8463,26.475
Клокотница,41.9949,25.4906
Зараево,43.4359,26.2608
Медешевци,43.8875,22.6441
Бряст,42.1071,25.5872
Здравец,41.7483,24.7988
Змейово,42.4982,25.6175
Крушовица,43.6284,23.8304
Бело поле,43.6521,22.9033
Юнаците,42.2428,24.2707
Сандански,41.5593,23.2753
Желязно,42.2168,24.7827
Манолско Конаре,42.208,24.9548
Душанци,42.6971,24.2618
Хан Крум,43.2006,26.8913
Къклица,41.4131,25.6459
Брестовица,43.5336,25.7501
Джурково,41.7738,24.8175
Подкрепа,41.9189,25.6796
Дъбован,43.7243,24.6103
Полски Сеновец,43.3015,25.6038
Соколовци,41.6539,24.7583
Росина,43.3135,26.4157
Преселец,43.1156,26.6505
Търновца,43.13,26.6279
Орлово,41.8292,25.5411
Добри дял,43.1143,25.8223
Плъстина,43.0614,26.6202
Пороминово,42.0805,23.0873
Войводиново,42.1986,24.7917
Стояново,43.2541,23.3408
Юндола,42.0629,23.8544
Остър камък,41.8876,25.8548
Звънарци,43.9137,26.4578
Колец,41.8551,25.3428
Острица,43.5353,25.9686
Синапово,42.1222,26.4643
Бокиловци,43.2765,23.1981
Московец,42.6548,24.6917
Рибен,43.5297,24.6276
Долно Ботево,41.7466,25.7118
Всемирци,42.03,23.8719
Киченица,43.6047,26.5067
Куклен,42.0353,24.7854
Малък Поровец,43.7131,26.7612
Стряма,42.261,24.8823
Раковски,42.2893,24.9619
Осенец,43.5613,26.4042
Добри дол,42.1302,25.3122
Чалъкови,42.1611,25.0118
Татарево,42.083,25.1252
Градец,42.7942,26.5434
Караджалово,42.0945,25.3179
Православен,42.043,25.2404
Перущица,42.0575,24.5467
Трапище,43.3767,26.5364
Драгомъж,43.7129,26.7834
Брестовене,43.7593,26.5992
Слънчоглед,41.4927,25.3525
Сейдол,43.4026,26.5089
Овчари,41.4469,25.6395
Костенец,42.309,23.8597
Стойновското,42.8188,24.7729
Бачково,41.9502,24.8586
Чепеларе,41.7286,24.6843
Горан,43.2034,24.7438
Ерул,42.7369,22.6632
Равен,41.5448,25.4917
Аспарухово,42.5184,27.1071
Бащино,42.1022,25.7409
Дедец,41.394,25.2427
Момково,41.8471,26.1486
Кьосевци,43.1072,26.2656
Пиперково,43.5394,25.5794
Ридино,41.4425,25.2875
Птичар,41.459,25.375
Комунари,43.0105,27.293
Горун,43.498,28.4876
Долни Раковец,42.4747,23.0115
Влахово,41.5746,24.8068
Ветринци,43.0698,25.4316
Алендарова,42.0206,23.8818
Баурене,43.4435,23.4874
Ключ,41.3644,23.013
Стоян Михайловски,43.4109,27.1878
Шаново,42.5591,25.6333
Тимарево,43.3982,26.8883
Медвен,42.8422,26.5586
Кокиче,41.6923,25.5698
Крушевска,41.7106,25.297
Ненково,41.7489,25.1718
Седларево,42.6885,26.5811
Климаш,42.7791,26.9043
Камчия,42.8867,26.9676
Развигорово,43.3978,26.8387
Терзийско,42.6818,26.7654
Прилеп,42.8498,26.9294
Мокрен,42.7402,26.6325
Тича,42.9702,26.4396
Върбак,43.3861,26.9302
Гецово,43.5482,26.4797
Лозница,43.3744,26.6093
Давидово,43.2884,26.5704
Батак,41.9429,24.2163
Долна Дъбева,42.0257,23.8814
Бойковци,42.904,26.0966
Узунджово,41.9668,25.6566
Кавлак,43.1736,26.0674
Русе,43.8351,25.9576
Габрово,41.797,25.2724
Пирин,41.5442,23.5596
Бойно,41.6018,25.2785
Белопопци,42.6685,23.7681
Церетелево,42.3495,24.631
Атолово,42.5984,26.7308
Сяново,43.948,26.5023
Василево,43.612,28.179
Брестник,42.0544,24.7669
Дъбравата,43.081,24.0309
Боерица,42.4567,23.7192
Царичина,42.8912,23.2375
Странджа,42.0624,27.0038
Стойките,41.6532,24.6359
Стоманци,41.4198,25.2913
Камен връх,42.2559,26.7911
Златна Панега,43.0926,24.151
Сулица,42.4378,25.48
Рохлева,42.017,23.8046
Горни Романци,42.782,22.8884
Черна гора,42.2173,25.2281
Близнец,42.6335,26.0521
Кошов,43.6623,25.9914
Гарван,44.0811,26.9072
Добростан,41.9051,24.9267
Божурище,42.7633,23.198
Петокладенци,43.5221,25.1108
Малък дол,42.3352,25.2176
Горна Диканя,42.4373,23.1673
Бели бряг,42.2401,25.9445
Войводово,43.6506,23.8439
Бальовци,42.5713,23.6788
Казанка,42.4631,25.4198
Осиково,41.6976,23.7779
Белинци,43.6548,26.9665
Сливо поле,43.9418,26.2049
Маца,42.2154,26.161
Бръшлен,43.9919,26.3647
Жабокрът,42.3013,22.7568
Вълчек,43.7883,22.7114
Росеново,43.6631,27.7816
Голяновци,42.8287,23.2391
Богомил,41.9905,26.0256
Мламолово,42.3418,23.0246
Кайнарджа,43.9946,27.5019
Мирково,42.6962,23.9923
Горно Озирово,43.2146,23.3961
Раненци,42.2505,22.5309
Червена вода,43.8075,26.1029
Студено Буче,43.4592,23.1884
Горица,43.6386,28.1674
Горско Ново село,43.089,25.9391
Самуилово,41.3718,23.0841
Писанец,43.6705,26.1543
Тетово,43.8089,26.2788
Равно поле,42.6561,23.5259
Патрешко,42.9196,24.7739
Берковски,43.2394,26.2131
Глоджево,43.7328,26.3879
Мандра,41.8198,25.5058
Железна,43.3825,22.9152
Жеравна,42.8329,26.46
Оброчище,43.3944,28.0531
Шкорпиловци,42.9631,27.8781
Осетеново,42.6003,25.0324
Волово,43.5254,25.7966
Миладиново,41.7024,25.6058
Мелник,41.5236,23.3909
Ракиловци,42.5286,22.8314
Периловец,43.9941,22.5424
Горна Оряховица,43.1224,25.6894
Кукуряк,41.3332,25.478
Уровене,43.3737,23.4117
Жилино,43.4269,27.1656
Сланотрън,44.0454,23.0139
Брезе,43.0354,23.2013
Славяново,43.4651,24.8708
Стан,43.3437,27.2563
Пъдарево,42.7283,26.6689
Тикале,41.6009,24.8298
Трекляно,42.5507,22.5985
Верен,42.3482,25.1885
Черник,43.8114,27.1124
Жребино,42.2443,26.7062
Средоселци,43.6951,26.9134
Победа,42.4249,26.6455
Златоград,41.3802,25.0983
Добри Войниково,43.4393,26.8595
Априлово,42.1951,25.8558
Солища,41.6513,24.5903
Пещерна,43.0745,24.2557
Детелина,42.5598,27.0356
Кленовик,42.4223,22.9222
Тервел,43.7443,27.4012
Лилково,41.911,24.5868
Паволче,43.156,23.6013
Опицвет,42.8668,23.0974
Моравица,43.1491,23.6591
Полски Градец,42.1886,26.1116
Първенец,42.0746,24.6626
Крайници,42.3195,23.2021
Поповци,42.5303,23.6911
Семковци,42.539,23.678
Крушево,43.0559,25.1508
Крапчене,43.3816,23.296
Топчийско,42.8506,27.3456
Пановци,42.5416,23.7775
Къртожабене,43.3592,24.5318
Извор,42.0362,24.6766
Рудник,42.6261,27.4889
Горно Войводино,41.7784,25.55
Три Кладенци,43.4446,23.598
Неделкова Гращица,42.2399,22.8023
Ковачевци,42.447,23.3279
Богомилово,42.3846,25.5573
Бели брод,43.5368,23.5754
Трапоклово,42.6427,26.5935
Каменец,42.3415,26.7444
Житен,43.8137,27.8935
Силен,41.6846,25.7097
Пчеларово,41.7846,25.3618
Иваново,41.8535,25.8795
Глухар,41.5933,25.3928
Старопатица,43.8313,22.4933
Царацово,42.1938,24.6765
Брестовица,42.0833,24.5913
Хърсово,43.5194,27.1906
Орач,43.1118,26.1951
Марица,42.3067,23.7057
Дюлица,41.389,25.3137
Брестово,43.1367,24.9267
Ковачица,43.8005,23.369
Черноград,42.7126,27.0973
Неново,43.2188,27.2875
Моминско,42.0748,24.9149
Вранино,43.5259,28.3005
Каменна рикса,43.4559,23.0357
Едрево,42.5887,25.8125
Костен,42.7835,26.9519
Бреница,43.429,24.1275
Ново село,42.105,24.4865
Голям Върбовник,42.2536,22.9773
Дебово,43.5917,24.8754
Смолник,42.5297,26.9284
Мездра,43.1398,23.6984
Равнил,41.536,24.9771
Долно Ряхово,44.0617,26.7938
Виден,42.6017,25.2357
Банчовци,42.5226,23.6965
Драговищица,42.3699,22.6496
Попкралево,43.9864,27.372
Тополово,41.6768,25.7719
Богдановци,42.5368,23.7672
Ръжана,42.533,23.7507
Беден,41.7171,24.4744
Бърдо,42.5695,23.807
Караш,43.0986,23.9145
Ореш,43.5842,25.2151
Сокол,43.9613,26.8625
Три могили,41.8268,25.0681
Черкаски,43.2522,23.2876
Сливен,42.675,26.3313
Смочан,43.1815,24.8
Владиславци,42.9209,22.8416
Малко Шарково,42.1012,26.8381
Сатовча,41.6217,23.9731
Фролош,42.132,22.9219
Долни Бошняк,44.0063,22.6217
Баба Тонка,43.2503,26.1641
Куртово Конаре,42.0939,24.5056
Кожинци,42.7446,22.6228
Драготинци,42.8582,22.8984
Стърница,41.6656,24.9274
Вельово,43.0869,26.2885
Асеново,42.3684,26.6568
Алфатар,43.9414,27.2892
Присадец,41.8979,26.5352
Побит камък,43.6721,26.5495
Елховец,41.4442,24.8007
Ярлово,42.4686,23.2782
Горни Лом,43.4835,22.7442
Житосвят,42.4623,26.9772
Боженица,43.0107,23.813
Садина,43.4831,26.2894
Бегуновци,42.6924,22.8327
Крайни дол,42.1997,23.0873
Красен,43.8322,27.9245
Фурен,43.5106,23.5942
Бодрово,42.0241,25.3242
Крояч,43.3875,26.6616
Новоселяне,42.3208,22.9757
Скобелево,42.096,25.3621
Мраморен,43.2999,23.6628
Самокитка,41.4021,25.4451
Сливек,43.1015,24.747
Островец,41.3959,25.3851
Малево,41.8667,24.6608
Голямо Буково,42.1908,27.1839
Твърдица,42.6993,25.8877
Зелена морава,43.0348,26.392
Люлин,42.6475,23.093
Могиляне,41.3716,25.2305
Долна махала,42.4167,24.7799
Гуцал,42.3427,23.7033
Спасово,43.7019,28.3039
Свищов,43.6154,25.3513
Лесковдол,42.9776,23.438
Върбовчец,43.6182,22.769
Струя,42.9616,27.2614
Габровдол,42.6435,22.7911
Водица,43.3563,26.0539
Карлуково,43.1691,24.0733
Пловка,41.4021,25.4722
Раклиново,42.7632,27.0505
Овчи кладенец,42.2434,26.2132
Устрен,41.4605,25.231
Стоян-Заимово,42.3437,25.3533
Разделна,42.1773,25.7744
Червена могила,42.5115,23.0251
Джерово,41.3129,25.3133
Заветно,43.3302,26.3378
Долно Съдиево,41.7089,25.7418
Борилово,42.4792,25.5521
Яворово,41.7434,25.2717
Габрица,43.5069,26.9738
Старчище,43.0191,26.1759
Алдомировци,42.8499,22.9811
Церово,42.3583,24.0503
Смирненски,43.6309,23.0341
Богойна,42.8708,22.66
Тополница,42.3536,23.1317
Щърково,42.3031,24.2352
Коняво,42.3241,22.7703
Пирдоп,42.6996,24.1673
Рупча,42.8887,27.0896
Пещерско,42.7422,27.3441
Александрово,43.4487,25.3983
Великденче,43.0965,26.3881
Хитово,43.7675,27.5585
Кирково,41.3344,25.3623
Енево,43.6432,27.5274
Берайници,42.8082,22.5937
Лобош,42.5007,22.8198
Стройно,42.2766,26.678
Пресека,41.3884,25.1832
Тихомирово,42.2669,25.8604
Раданово,43.3408,25.6365
Лялинци,42.7728,22.7645
Кипра,43.2609,27.6225
Васил Левски,43.9329,27.3795
Бутроинци,42.8504,22.7438
Могила,42.5011,26.5915
Разделци,43.2017,26.226
Трайково,43.7497,23.2054
Студена,41.9165,26.4018
Камена,41.364,23.0703
Загориче,43.7005,27.0799
Козарево,42.4523,26.5975
Милославци,42.8349,22.5344
Илинденци,41.6494,23.2342
Агатово,43.1376,25.0006
Бунцево,42.0023,23.7096
Рът,41.5519,25.3204
Щит,41.8256,26.3613
Цар Калоян,42.0211,24.7052
Тепава,43.1743,24.8946
Гложене,42.9904,24.1833
Пресяк,43.387,26.7372
Черенча,43.3118,26.7801
Меричлери,42.124,25.4874
Гълъбовци,42.8094,23.0028
Черна вода,42.971,26.2147
Дъждино,41.5828,25.3688
Шумата,42.9215,25.0654
Брош,41.6433,25.3288
Бялка,41.6715,25.4209
Добриново,41.7137,25.5374
Кръшно,43.3596,26.4364
Загорско,41.4874,25.3819
Сокол,42.4057,26.0939
Лисец,43.184,24.6612
Белослав,43.1935,27.7099
Стамболово,41.7772,25.6415
Чеканчево,42.7078,23.7742
Подлес,43.865,26.8509
Петров дол,43.232,27.4615
Искрица,42.1342,26.0458
Кутловица,43.885,27.3685
Кладенец,43.1576,27.1661
Горица,43.265,26.1157
Угорелец,42.8193,25.1122
Момино село,42.3136,24.893
Осларка,42.1995,25.4998
Свидня,42.9683,23.2969
Егрек,41.3302,25.6213
Полковник Желязово,41.4657,25.6725
Памукчии,42.3188,25.6443
Мъглиж,42.607,25.5475
Младово,42.5283,26.2091
Водно,43.8585,27.149
Голобрад,41.6529,25.2381
Кастел,42.899,25.112
Пробуда,43.283,26.6469
Блатино,42.3015,23.0982
Методиево,43.1219,26.6886
Добрина,43.1768,27.4677
Силистра,44.1158,27.2647
Орловци,42.8877,25.3681
Върлино,41.47,25.1613
Преспа,43.5554,28.0349
Каран Върбовка,43.5024,25.9948
Болярско,42.431,26.3543
Порой,42.7505,27.5487
Нова Надежда,42.0165,25.7243
Осина,41.6374,24.0774
Идилево,43.0374,25.2502
Велики Преслав,43.1671,26.8013
Коркина,42.3367,22.9495
Згориград,43.1887,23.5232
Дивотино,42.6508,23.0402
Полковник Ламбриново,44.0475,27.1644
Балчик,43.4148,28.1674
Горталово,43.3156,24.5693
Сопово,42.1742,23.0237
Осоица,42.7437,23.7558
Харманли,41.9242,25.9182
Станево,43.8233,23.4455
Златина,43.2358,27.4176
Юделник,43.8586,26.2533
Цигов Чарк,41.9518,24.143
Китен,43.0858,27.3132
Боровец,42.1072,23.0165
Ковачево,42.2046,24.1983
Лешница,43.0053,24.7002
Старцево,41.4268,25.0568
Гигинци,42.6618,22.8125
Краище,41.9181,23.5806
Шатрово,42.2937,22.9769
Церово,43.0043,23.347
Капище,43.0626,26.21
Аканджиево,42.2501,24.0441
Купен,41.6,24.9819
Левуново,41.4885,23.2968
Рогозиново,41.9165,25.9627
Малки Вършец,43.0929,24.9754
Копчелиите,42.9059,25.3776
Никудин,41.5676,23.052
Звездел,41.4709,25.5211
Рибарица,42.8351,24.035
Градешница,43.486,23.4806
Църквица,41.5441,25.208
Делейна,44.0551,22.6345
Ябълково,42.3113,22.7456
Власатица,43.3043,23.4678
Писарово,43.4143,24.2763
Рилски манастир,42.1354,23.3425
Несебър,42.6605,27.7142
Дъбово,42.2003,26.7783
Планиница,42.8915,27.1567
Яхиново,42.2881,23.1212
Садово,42.1338,24.9398
Брусен,43.1365,23.7494
Чавдар,42.6611,24.0583
Осен,43.8924,26.7712
Звъничево,42.1905,24.2505
Каснаково,42.0132,25.4902
Поройна,42.0394,25.1374
Струма,41.535,23.2383
Коларово,41.3635,23.1094
Манастир,41.727,24.8533
Кошава,44.0782,23.0293
Априлово,43.2606,26.2801
Марково,42.0648,24.7037
Касилаг,42.4246,22.9735
Калище,42.4927,22.8371
Еленино,42.3667,25.6044
Вратца,42.2636,22.5895
Леденик,43.0812,25.5464
Обручище,42.1445,25.9318
Осен,43.2495,26.7053
Пелин,41.4676,25.7329
Мировец,43.3755,26.6926
Костандово,42.0233,24.1125
Соколино,41.5159,25.4354
Ново Янково,43.0659,27.1703
Средина,43.6234,28.2377
Антоново,43.1524,26.1537
Българево,43.4041,28.4143
Шивачево,42.6863,26.0286
Бохот,43.3217,24.6926
Бяла черква,43.2052,25.3107
Долно Белево,42.0667,25.7155
Ваклиново,41.5919,24.0626
Ребро,42.7502,22.7821
Бозвелийско,43.1047,27.4756
Средковец,43.6833,27.0367
Могилище,43.4877,28.3409
Ботуня,43.2881,23.3598
Варвара,42.12,27.9006
Градина,43.4427,26.5684
Панагюрище,42.502,24.1804
Комарево,43.2829,23.1696
Черни Вит,42.882,24.1943
Вресово,42.8181,27.2067
Дебрен,41.5836,23.8227
Градинарово,43.1426,27.2795
Славейково,42.121,26.6979
Полена,41.8458,23.1054
Ракево,43.4171,23.4269
Пудрия,43.3212,23.4214
Трънково,42.2911,25.809
Сапарево,42.3015,23.2864
Тодоричене,43.1646,24.1797
Изгрев,42.1705,26.5252
Сушица,41.8172,23.0601
Крушовене,43.6481,24.4008
Китино,43.1772,26.3748
Дряново,41.7935,24.7879
Владимирово,43.5338,23.3941
Винище,43.4884,23.0723
Врело,41.5241,25.5098
Венец,42.1955,25.737
Слащен,41.4988,24.0254
Елхово,42.3837,25.4353
Ваксево,42.1616,22.8547
Голямо Църквище,43.0444,26.5484
Марчино,43.2591,26.3336
Доктор Йосифово,43.5072,23.1466
Ралица,41.4446,25.5012
Любичево,43.172,26.2772
Козлец,41.8306,25.4641
Пресяка,43.1572,24.7694
